"TIME","GEO","PROJECTION","INDIC_DE","Value","Flag and Footnotes"
"2100","Bulgaria","Baseline projections","Proportion of population aged 15-64 years","54.6",""
"2100","Bulgaria","Baseline projections","Proportion of population aged 65 years and more","31.7",""
"2100","Czechia","Baseline projections","Median age of population","47.3",""
"2100","Czechia","Baseline projections","Proportion of population aged 0-14 years","14.8",""
"2100","Czechia","Baseline projections","Proportion of population aged 15-64 years","55.8",""
"2100","Czechia","Baseline projections","Proportion of population aged 65 years and more","29.4",""
"2100","Denmark","Baseline projections","Median age of population","47.1",""
"2100","Denmark","Baseline projections","Proportion of population aged 0-14 years","15.0",""
"2100","Denmark","Baseline projections","Proportion of population aged 15-64 years","55.3",""
"2100","Denmark","Baseline projections","Proportion of population aged 65 years and more","29.7",""
"2100","Germany (until 1990 former territory of the FRG)","Baseline projections","Median age of population","47.4",""
"2100","Germany (until 1990 former territory of the FRG)","Baseline projections","Proportion of population aged 0-14 years","14.5",""
"2100","Germany (until 1990 former territory of the FRG)","Baseline projections","Proportion of population aged 15-64 years","55.7",""
"2100","Germany (until 1990 former territory of the FRG)","Baseline projections","Proportion of population aged 65 years and more","29.8",""
"2100","Estonia","Baseline projections","Median age of population","49.4",""
"2100","Estonia","Baseline projections","Proportion of population aged 0-14 years","13.7",""
"2100","Estonia","Baseline projections","Proportion of population aged 15-64 years","54.8",""
"2100","Estonia","Baseline projections","Proportion of population aged 65 years and more","31.5",""
"2100","Ireland","Baseline projections","Median age of population","47.5",""
"2100","Ireland","Baseline projections","Proportion of population aged 0-14 years","14.9",""
"2100","Ireland","Baseline projections","Proportion of population aged 15-64 years","55.0",""
"2100","Ireland","Baseline projections","Proportion of population aged 65 years and more","30.1",""
"2100","Greece","Baseline projections","Median age of population","49.9",""
"2100","Greece","Baseline projections","Proportion of population aged 0-14 years","13.2",""
"2100","Greece","Baseline projections","Proportion of population aged 15-64 years","54.2",""
"2100","Greece","Baseline projections","Proportion of population aged 65 years and more","32.6",""
"2100","Spain","Baseline projections","Median age of population","50.2",""
"2100","Spain","Baseline projections","Proportion of population aged 0-14 years","13.1",""
"2100","Spain","Baseline projections","Proportion of population aged 15-64 years","54.3",""
"2100","Spain","Baseline projections","Proportion of population aged 65 years and more","32.6",""
"2100","France","Baseline projections","Median age of population","47.5",""
"2100","France","Baseline projections","Proportion of population aged 0-14 years","15.1",""
"2100","France","Baseline projections","Proportion of population aged 15-64 years","54.5",""
"2100","France","Baseline projections","Proportion of population aged 65 years and more","30.3",""
"2100","Croatia","Baseline projections","Median age of population","50.5",""
"2100","Croatia","Baseline projections","Proportion of population aged 0-14 years","13.0",""
"2100","Croatia","Baseline projections","Proportion of population aged 15-64 years","54.1",""
"2100","Croatia","Baseline projections","Proportion of population aged 65 years and more","32.9",""
"2100","Italy","Baseline projections","Median age of population","51.3",""
"2100","Italy","Baseline projections","Proportion of population aged 0-14 years","12.5",""
"2100","Italy","Baseline projections","Proportion of population aged 15-64 years","53.8",""
"2100","Italy","Baseline projections","Proportion of population aged 65 years and more","33.6",""
"2100","Cyprus","Baseline projections","Median age of population","46.6",""
"2100","Cyprus","Baseline projections","Proportion of population aged 0-14 years","14.5",""
"2100","Cyprus","Baseline projections","Proportion of population aged 15-64 years","56.2",""
"2100","Cyprus","Baseline projections","Proportion of population aged 65 years and more","29.3",""
"2100","Latvia","Baseline projections","Median age of population","49.1",""
"2100","Latvia","Baseline projections","Proportion of population aged 0-14 years","14.0",""
"2100","Latvia","Baseline projections","Proportion of population aged 15-64 years","54.6",""
"2100","Latvia","Baseline projections","Proportion of population aged 65 years and more","31.4",""
"2100","Lithuania","Baseline projections","Median age of population","49.6",""
"2100","Lithuania","Baseline projections","Proportion of population aged 0-14 years","13.6",""
"2100","Lithuania","Baseline projections","Proportion of population aged 15-64 years","54.5",""
"2100","Lithuania","Baseline projections","Proportion of population aged 65 years and more","31.9",""
"2100","Luxembourg","Baseline projections","Median age of population","49.6",""
"2100","Luxembourg","Baseline projections","Proportion of population aged 0-14 years","13.2",""
"2100","Luxembourg","Baseline projections","Proportion of population aged 15-64 years","55.2",""
"2100","Luxembourg","Baseline projections","Proportion of population aged 65 years and more","31.6",""
"2100","Hungary","Baseline projections","Median age of population","48.8",""
"2100","Hungary","Baseline projections","Proportion of population aged 0-14 years","13.8",""
"2100","Hungary","Baseline projections","Proportion of population aged 15-64 years","55.2",""
"2100","Hungary","Baseline projections","Proportion of population aged 65 years and more","31.0",""
"2100","Malta","Baseline projections","Median age of population","51.4",""
"2100","Malta","Baseline projections","Proportion of population aged 0-14 years","12.0",""
"2100","Malta","Baseline projections","Proportion of population aged 15-64 years","54.3",""
"2100","Malta","Baseline projections","Proportion of population aged 65 years and more","33.7",""
"2100","Netherlands","Baseline projections","Median age of population","47.7",""
"2100","Netherlands","Baseline projections","Proportion of population aged 0-14 years","14.5",""
"2100","Netherlands","Baseline projections","Proportion of population aged 15-64 years","55.2",""
"2100","Netherlands","Baseline projections","Proportion of population aged 65 years and more","30.3",""
"2100","Austria","Baseline projections","Median age of population","48.5",""
"2100","Austria","Baseline projections","Proportion of population aged 0-14 years","13.8",""
"2100","Austria","Baseline projections","Proportion of population aged 15-64 years","55.4",""
"2100","Austria","Baseline projections","Proportion of population aged 65 years and more","30.8",""
"2100","Poland","Baseline projections","Median age of population","51.5",""
"2100","Poland","Baseline projections","Proportion of population aged 0-14 years","12.6",""
"2100","Poland","Baseline projections","Proportion of population aged 15-64 years","53.6",""
"2100","Poland","Baseline projections","Proportion of population aged 65 years and more","33.9",""
"2100","Portugal","Baseline projections","Median age of population","49.5",""
"2100","Portugal","Baseline projections","Proportion of population aged 0-14 years","13.8",""
"2100","Portugal","Baseline projections","Proportion of population aged 15-64 years","54.1",""
"2100","Portugal","Baseline projections","Proportion of population aged 65 years and more","32.2",""
"2100","Romania","Baseline projections","Median age of population","49.4",""
"2100","Romania","Baseline projections","Proportion of population aged 0-14 years","13.5",""
"2100","Romania","Baseline projections","Proportion of population aged 15-64 years","54.8",""
"2100","Romania","Baseline projections","Proportion of population aged 65 years and more","31.7",""
"2100","Slovenia","Baseline projections","Median age of population","49.3",""
"2100","Slovenia","Baseline projections","Proportion of population aged 0-14 years","13.5",""
"2100","Slovenia","Baseline projections","Proportion of population aged 15-64 years","55.1",""
