"TIME","GEO","INDIC_DE","Value","Flag and Footnotes"
"2016","Lithuania","Proportion of population aged 65 years and more","19.0",""
"2016","Luxembourg","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","44.3",""
"2016","Luxembourg","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","71.3",""
"2016","Luxembourg","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","57.4",""
"2016","Luxembourg","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2016","Luxembourg","Proportion of population aged 0-14 years","16.5",""
"2016","Luxembourg","Proportion of population aged 15-24 years","11.9",""
"2016","Luxembourg","Proportion of population aged 25-44 years","30.3",""
"2016","Luxembourg","Proportion of population aged 45-64 years","27.1",""
"2016","Luxembourg","Proportion of population aged 65 years and more","14.2",""
"2016","Hungary","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","48.7",""
"2016","Hungary","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","82.8",""
"2016","Hungary","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","61.0",""
"2016","Hungary","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2016","Hungary","Proportion of population aged 0-14 years","14.5",""
"2016","Hungary","Proportion of population aged 15-24 years","11.4",""
"2016","Hungary","Proportion of population aged 25-44 years","28.7",""
"2016","Hungary","Proportion of population aged 45-64 years","27.1",""
"2016","Hungary","Proportion of population aged 65 years and more","18.3",""
"2016","Malta","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","48.5",""
"2016","Malta","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","80.0",""
"2016","Malta","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","61.4",""
"2016","Malta","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2016","Malta","Proportion of population aged 0-14 years","14.2",""
"2016","Malta","Proportion of population aged 15-24 years","12.2",""
"2016","Malta","Proportion of population aged 25-44 years","29.6",""
"2016","Malta","Proportion of population aged 45-64 years","25.6",""
"2016","Malta","Proportion of population aged 65 years and more","18.5",""
"2016","Netherlands","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","53.0",""
"2016","Netherlands","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","88.2",""
"2016","Netherlands","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","68.5",""
"2016","Netherlands","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2016","Netherlands","Proportion of population aged 0-14 years","16.5",""
"2016","Netherlands","Proportion of population aged 15-24 years","12.3",""
"2016","Netherlands","Proportion of population aged 25-44 years","24.8",""
"2016","Netherlands","Proportion of population aged 45-64 years","28.2",""
"2016","Netherlands","Proportion of population aged 65 years and more","18.2",""
"2016","Austria","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","48.8",""
"2016","Austria","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","77.5",""
"2016","Austria","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","61.5",""
"2016","Austria","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2016","Austria","Proportion of population aged 0-14 years","14.3",""
"2016","Austria","Proportion of population aged 15-24 years","11.7",""
"2016","Austria","Proportion of population aged 25-44 years","26.9",""
"2016","Austria","Proportion of population aged 45-64 years","28.6",""
"2016","Austria","Proportion of population aged 65 years and more","18.4",""
"2016","Poland","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","44.9",""
"2016","Poland","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","76.4",""
"2016","Poland","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","56.7",""
"2016","Poland","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2016","Poland","Proportion of population aged 0-14 years","15.0",""
"2016","Poland","Proportion of population aged 15-24 years","11.5",""
"2016","Poland","Proportion of population aged 25-44 years","30.7",""
"2016","Poland","Proportion of population aged 45-64 years","26.9",""
"2016","Poland","Proportion of population aged 65 years and more","16.0",""
"2016","Portugal","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","53.4",""
"2016","Portugal","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","87.1",""
"2016","Portugal","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","67.4",""
"2016","Portugal","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2016","Portugal","Proportion of population aged 0-14 years","14.1",""
"2016","Portugal","Proportion of population aged 15-24 years","10.7",""
"2016","Portugal","Proportion of population aged 25-44 years","26.7",""
"2016","Portugal","Proportion of population aged 45-64 years","27.7",""
"2016","Portugal","Proportion of population aged 65 years and more","20.7",""
"2016","Romania","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","49.0",""
"2016","Romania","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","82.5",""
"2016","Romania","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","62.3",""
"2016","Romania","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2016","Romania","Proportion of population aged 0-14 years","15.5",""
"2016","Romania","Proportion of population aged 15-24 years","10.9",""
"2016","Romania","Proportion of population aged 25-44 years","28.9",""
"2016","Romania","Proportion of population aged 45-64 years","27.2",""
"2016","Romania","Proportion of population aged 65 years and more","17.4",""
"2016","Slovenia","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","49.8",""
"2016","Slovenia","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","81.2",""
"2016","Slovenia","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","60.9",""
"2016","Slovenia","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2016","Slovenia","Proportion of population aged 0-14 years","14.8",""
"2016","Slovenia","Proportion of population aged 15-24 years","9.6",""
"2016","Slovenia","Proportion of population aged 25-44 years","28.2",""
"2016","Slovenia","Proportion of population aged 45-64 years","28.9",""
"2016","Slovenia","Proportion of population aged 65 years and more","18.4",""
"2016","Slovakia","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","42.4",""
"2016","Slovakia","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","71.7",""
"2016","Slovakia","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","54.0",""
"2016","Slovakia","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2016","Slovakia","Proportion of population aged 0-14 years","15.3",""
"2016","Slovakia","Proportion of population aged 15-24 years","11.7",""
"2016","Slovakia","Proportion of population aged 25-44 years","31.6",""
"2016","Slovakia","Proportion of population aged 45-64 years","26.9",""
"2016","Slovakia","Proportion of population aged 65 years and more","14.4",""
"2016","Finland","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","58.2",""
"2016","Finland","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","96.3",""
"2016","Finland","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","73.3",""
"2016","Finland","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2016","Finland","Proportion of population aged 0-14 years","16.3",""
"2016","Finland","Proportion of population aged 15-24 years","11.7",""
"2016","Finland","Proportion of population aged 25-44 years","24.8",""
"2016","Finland","Proportion of population aged 45-64 years","26.7",""
"2016","Finland","Proportion of population aged 65 years and more","20.5",""
"2016","Sweden","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","59.2",""
"2016","Sweden","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","92.9",""
"2016","Sweden","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","73.9",""
"2016","Sweden","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2016","Sweden","Proportion of population aged 0-14 years","17.4",""
"2016","Sweden","Proportion of population aged 15-24 years","12.0",""
"2016","Sweden","Proportion of population aged 25-44 years","26.0",""
"2016","Sweden","Proportion of population aged 45-64 years","24.8",""
"2016","Sweden","Proportion of population aged 65 years and more","19.8",""
"2016","European Economic Area (EU28 - 2013-2020 and IS, LI, NO)","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","53.2",""
"2016","European Economic Area (EU28 - 2013-2020 and IS, LI, NO)","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","85.8",""
"2016","European Economic Area (EU28 - 2013-2020 and IS, LI, NO)","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","66.8",""
"2016","European Economic Area (EU28 - 2013-2020 and IS, LI, NO)","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2016","European Economic Area (EU28 - 2013-2020 and IS, LI, NO)","Proportion of population aged 0-14 years","15.6",""
"2016","European Economic Area (EU28 - 2013-2020 and IS, LI, NO)","Proportion of population aged 15-24 years","11.1",""
"2016","European Economic Area (EU28 - 2013-2020 and IS, LI, NO)","Proportion of population aged 25-44 years","26.8",""
"2016","European Economic Area (EU28 - 2013-2020 and IS, LI, NO)","Proportion of population aged 45-64 years","27.4",""
"2016","European Economic Area (EU28 - 2013-2020 and IS, LI, NO)","Proportion of population aged 65 years and more","19.1",""
"2016","European Economic Area (EU27 - 2007-2013 and IS, LI, NO)","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","53.2",""
"2016","European Economic Area (EU27 - 2007-2013 and IS, LI, NO)","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","85.8",""
"2016","European Economic Area (EU27 - 2007-2013 and IS, LI, NO)","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","66.9",""
"2016","European Economic Area (EU27 - 2007-2013 and IS, LI, NO)","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2016","European Economic Area (EU27 - 2007-2013 and IS, LI, NO)","Proportion of population aged 0-14 years","15.6",""
"2016","European Economic Area (EU27 - 2007-2013 and IS, LI, NO)","Proportion of population aged 15-24 years","11.1",""
"2016","European Economic Area (EU27 - 2007-2013 and IS, LI, NO)","Proportion of population aged 25-44 years","26.8",""
"2016","European Economic Area (EU27 - 2007-2013 and IS, LI, NO)","Proportion of population aged 45-64 years","27.4",""
"2016","European Economic Area (EU27 - 2007-2013 and IS, LI, NO)","Proportion of population aged 65 years and more","19.1",""
"2016","European Economic Area (EU25 - 2004-2006 and IS, LI, NO)","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)",":",""
"2016","European Economic Area (EU25 - 2004-2006 and IS, LI, NO)","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)",":",""
